"","authorizer","enterer","modifier","reference_no","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","basis","language","doi","comments","project_name","project_ref_no","created","modified"
"1863","R. Butler","R. Butler","",46574,"T.","Nilsson","","","",1943,"On the morphology of the lower jaw of Stegocephalia with special reference to Eotriassic stegocephalians from Spitzbergen. I. Descriptive Part","Kungl. Svenska Vetenskapsakademiens Handlingar","","20","9","1","46","journal article","","English","","","",NA,"2013-04-29 22:44:49","2013-04-29 22:44:49"
"1864","R. Butler","R. Butler","",46575,"T.","Nilsson","","","",1946,"On the genus Peltostega Wiman and the classification of the Triassic stegocephalians","Kungl. Svenska Vetenskapsakademiens Handlingar","","23","3","1","55","journal article","stated with evidence","English","","","",NA,"2013-04-29 23:41:08","2013-04-29 23:41:08"
"1865","J. Alroy","J. Alroy","",30967,"G. K.","Noble","","","",1924,"A new spadefoot toad from the Oligocene of Mongolia, with a summary of the evolution of the Pelobatidae","American Museum Novitates","","132","","1","15","journal article","stated with evidence","English","","","",NA,"2009-10-27 14:49:10","2009-10-28 08:49:10"
"1866","J. Alroy","J. Alroy","",28416,"G. K.","Noble","","","",1928,"Two new fossil amphibia of zo�geographic importance from the Miocene of Europe","American Museum Novitates","","303","","1","13","journal article","stated with evidence","English","","","",NA,"2008-11-07 13:08:19","2008-11-08 08:08:19"
"1876","J. Hunter","D. Ehrenburg","T. Liebrecht",10285,"I. V.","Novikov","","","V. R. Lozovsky, M. A. Shishkin, M. G. Minikh",1990,"Novyy gorizont v nizhnem triase Vostochno-Yevropeyskoy platformy [A new horizon in the Lower Triassic of the East European Platform]","Doklady Akademii Nauk SSSR","","315","2","453","456","journal article","stated without evidence","Russian","","","5%",13940,"2004-04-20 08:50:19","2015-04-23 10:41:46"
"1878","P. Mannion","J. Tennant","",45793,"I. V.","Novikov","","","",2010,"New data on trematosauroid labyrinthodonts of Eastern Europe: 2. Trematosaurus galae sp. nov.: cranial morphology","Paleontological Journal","","44","4","94","104","journal article","stated with evidence","English","","","",NA,"2013-03-20 03:30:48","2013-03-20 03:30:48"
"1879","P. Mannion","J. Tennant","",45815,"I. V.","Novikov","","","",2012,"New data on trematosauroid labyrinthodonts of Eastern Europe: 4. Genus Benthosuchus Efremov, 1937","Paleontological Journal","","46","4","68","79","journal article","stated with evidence","English","","","",NA,"2013-03-21 05:06:01","2013-03-21 05:06:01"
"1880","J. Mueller","T. Liebrecht","T. Liebrecht",32050,"I. V.","Novikov","A. N.","Orlov","",1992,"Novye Dannye po Rannetriasovym Pozvonochnym o. Kolguev [New Data on Early Triassic Vertebrates on the Kolguyev Island]","Paleontologicheskii Zhurnal","","1992","1","133-136","","journal article","stated without evidence","Russian","","","",NA,"2010-02-12 15:58:46","2010-02-13 11:00:25"
"1907","J. Mueller","T. Liebrecht","",29284,"E. C.","Olson","","","",1951,"Diplocaulus, a Study in Growth and Variation","Fieldiana: Geology","","11","2","57","154","journal article","stated without evidence","English","","","",NA,"2009-03-01 23:57:09","2009-03-02 18:57:09"
"1908","M. Carrano","M. Carrano","",26927,"E. C.","Olson","","","",1952,"Fauna of the upper Vale and Choza: 6.  Diplocaulus","Fieldiana: Geology","","10","14","147","166","journal article","stated without evidence","English","","","ETE",NA,"2008-04-02 13:52:01","2008-04-03 07:52:01"
"1912","J. Mueller","T. Liebrecht","T. Liebrecht",28508,"E. C.","Olson","","","",1955,"Fauna of the Vale and Choza: 10. Trimerorhachis: Including a Revison of Pre-Vale Species","Fieldiana: Geology","","10","21","225","274","journal article","stated without evidence","English","","","",NA,"2008-11-18 09:45:27","2008-11-19 06:01:20"
"1915","A. Behrensmeyer","A. Behrensmeyer","T. Liebrecht",5921,"E. C.","Olson","","","",1957,"Catalogue of Localities of Permian and Triassic Terrestrial Vertebrates of the Territiories of the USSR","Journal of Geology","","65","2","196","226","journal article","stated without evidence","English","","Russian Journal translation of Efremov, J.E. and Vjushkov, B.P.  ETE reference number 1702","ETE",1702,"2002-03-04 16:40:39","2009-03-02 17:34:31"
"1916","J. Mueller","J. Dummasch","T. Liebrecht",26846,"E. C.","Olson","","","",1962,"Late Permian terrestrial vertebrates, U.S.A. and U.S.S.R","Transactions of the American Philosophical Society, New Series","","52","2","1","224","journal article","","English","","","",NA,"2008-03-26 03:55:26","2008-11-06 21:45:25"
"1917","C. Sidor","C. Sidor","M. Carrano",4327,"E. C.","Olson","","","",1965,"New Permian vertebrates from the Chickasha Formation in Oklahoma","Circular Oklahoma Geological Survey","","70","","1","70","journal article","stated without evidence","English","","","5%",41740,"2002-03-04 16:40:39","2005-03-05 09:01:31"
"1918","J. Alroy","R. Whatley","J. Head",7820,"E. C.","Olson","","","",1965,"Zatrachys serratus Cope (Amphibia; labyrinthodontia) from McClain County, Oklahoma","Oklahoma Geology Notes","","25","4","91","97","journal article","stated without evidence","English","","","5%",41820,"2003-02-11 14:23:28","2005-03-05 09:44:21"
"1919","J. Mueller","T. Liebrecht","T. Liebrecht",28557,"E. C.","Olson","","","",1967,"Early Permian Vertebrates","Oklahoma Geological Survey Circular","","74","","1","111","serial monograph","stated with evidence","English","","","",NA,"2008-11-23 06:26:53","2008-12-18 04:04:02"
"1920","J. Mueller","J. Dummasch","T. Liebrecht",26635,"E. C.","Olson","","","",1970,"New and little known genera and species of vertebrates from the Lower Permian of Oklahoma","Fieldiana: Geology","","18","3","359","434","serial monograph","stated without evidence","English","","","",NA,"2008-03-07 01:45:03","2008-12-17 03:33:22"
"1926","J. Alroy","R. Whatley","M. Carrano",7597,"E. C.","Olson","H.","Barghusen","",1962,"Permian vertebrates from Oklahoma and Texas.  Part I.�Vertebrates from the Flowerpot Formation, Permian of Oklahoma","Oklahoma Geological Survey, Circular","","59","","5","48","serial monograph","stated without evidence","English","","","",NA,"2002-12-12 12:00:38","2008-04-05 00:34:02"
"1956","J. Alroy","J. Alroy","",30965,"R.","Owen","","","",1847,"On the Batracholites, indicative of a small species of frog (Rana pusilla, Ow)","Quarterly Journal of the Geological Society of London","","3","1","224","225","journal article","stated with evidence","English","","","",NA,"2009-10-27 13:59:56","2009-10-28 07:59:56"
"1957","J. Mueller","T. Liebrecht","T. Liebrecht",32300,"R.","Owen","","","",1853,"Notes on the above-described fossil remains","Quarterly Journal of the Geological Society of London","","9","","66","67","journal article","stated without evidence","English","10.1144/GSL.JGS.1853.009.01-02.19","This actually is a supplement to the paper by Lyell & Dawson (On the Remains of a Reptile...).","",NA,"2010-03-13 19:16:43","2010-03-16 12:02:18"
"1958","R. Butler","R. Butler","",43706,"R.","Owen","","","",1855,"Descriptions of the cranium of a labyrinthodont reptile (Brachyops laticeps), from Mangali, Central India","Quarterly Journal of the Geological Society of London","","11","","37","39","journal article","","English","","","",NA,"2012-11-30 21:07:08","2012-11-30 21:07:08"
"1959","J. Mueller","T. Liebrecht","T. Liebrecht",32316,"R.","Owen","","","",1862,"Description of Specimens of Fossil Reptilia discovered in the Coal-measures of the South Joggins, Nova Scotia, by Dr. J. W. Dawson, FGS, etc","Quarterly Journal of the Geological Society of London","","18","","238","244","journal article","stated without evidence","English","10.1144/GSL.JGS.1862.018.01-02.35","","",NA,"2010-03-15 20:24:52","2010-03-16 14:25:38"
"1960","R. Butler","R. Butler","",47081,"R.","Owen","","","",1884,"On a labyrinthodont amphibian (Rhytidosteus capensis) from the Trias of the Orange Free State, Cape of Good Hope","Quarterly Journal of the Geological Society","","40","","333","339","journal article","","English","","","",NA,"2013-06-06 17:36:40","2013-06-06 17:36:40"
"1982","J. Alroy","J. Alroy","J. Alroy",7579,"D.","Parmley","","","",1992,"Frogs in Hemphillian deposits of Nebraska, with the description of a new species of Bufo","Journal of Herpetology","","26","3","274","281","journal article","stated with evidence","English","","","",NA,"2002-12-08 10:51:02","2007-11-10 05:15:36"
"1986","R. Butler","R. Butler","",46540,"F. R.","Parrington","","","",1948,"Labyrinthodonts from South Africa","Proceedings of the Zoological Society of London","","118","","426","445","journal article","","English","","","",NA,"2013-04-25 22:12:45","2013-04-25 22:12:45"
"1991","J. Head","J. Head","J. Head",9050,"R. L.","Paton","","","",1974,"Capitosauroid labyrinthodonts from the Trias of England","Palaeontology","","17","2","253","289","journal article","stated without evidence","English","","","5%",37320,"2003-08-29 11:59:35","2005-03-05 08:17:38"
"1993","R. Butler","R. Butler","",57259,"R. L.","Paton","","","",1975,"A Lower Permian temnospondylus amphibian from the English Midlands","Palaeontology","","18","4","831","845","journal article","stated with evidence","English","","","",NA,"2015-12-07 10:51:07","2015-12-08 03:51:07"
"2002","J. Mueller","T. Liebrecht","T. Liebrecht",28611,"K.","Pawley","","","",2007,"The Postcranial Skeleton of Trimerorhachis insignis Cope, 1878 (Temnospondyli: Trimerorhachidae): A Plesiomorphic Temnospondyl from the Lower Permian of North America","Journal of Paleontology","","81","5","873","894","journal article","","English","","","",NA,"2008-11-28 19:15:28","2008-11-29 14:16:12"
"2004","M. Carrano","M. Carrano","M. Carrano",11749,"D. A.","Pearson","T.","Schaefer","K. R. Johnson, D. J. Nichols, J. P. Hunter",2002,"Vertebrate biostratigraphy of the Hell Creek Formation in southwestern North Dakota and northwestern South Dakota","The Hell Creek Formation and the Cretaceous-Tertiary Boundary in the Northern Great Plains: An Integrated Continental Record of the End of the Cretaceous, Geological Society of America Special Paper","J. H. Hartman, J. R. Johnson, and D. J. Nichols","361","","145","167","book/book chapter","stated without evidence","English","","","ETE",NA,"2004-10-06 06:40:49","2009-07-16 01:18:54"
"2009","M. Carrano","M. Carrano","J. Alroy",11964,"J.","Peng","A. P.","Russell","D. B. Brinkman",2001,"Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide","Provincial Museum of Alberta, Natural History Occasional Paper","","25","","1","54","journal article","stated without evidence","English","","","ETE",NA,"2004-11-09 13:55:36","2011-07-21 21:09:06"
"2021","J. Mueller","T. Liebrecht","M. Carrano",29121,"G.","Pineiro","C.","Marsicano","C. Goso, E. Morosi",2007,"Temnospondyl diversity of the Permian-Triassic Colonia Orozco Local Fauna (Buena Vista Formation) of Uruguay","Revista Brasileira de Paleontologia","","10","3","169","180","journal article","stated without evidence","English","","","",NA,"2009-02-03 04:12:04","2011-03-22 08:14:13"
"2032","R. Butler","R. Butler","",35587,"B. P.","Polley","R. R.","Reisz","",2011,"A new Lower Permian trematopid (Temnospondyli: Dissorophoidea) from Richards Spur, Oklahoma","Zoological Journal of the Linnean Society","","161","","789","815","journal article","stated with evidence","English","","","",NA,"2011-03-22 19:22:19","2011-03-22 19:22:19"
"2067","J. Alroy","R. Whatley","R. Whatley",11647,"J.-C.","Rage","","","",1988,"Le gisement du Bretou (Phosphorites du Quercy, Tarn-et-Garonne, France) et sa faune des vertebres de l'Eocene superieur; 1. Amphibiens et reptiles. [Le Bretou locality (Quercy Phosphorites, Tarn-et-Garonne, France) and its late Eocene vertebrate fauna; 1. Amphibians and reptiles.]","Palaeontographica Abteilung A","","205","1-6","3","27","journal article","stated without evidence","French","","","",NA,"2004-09-08 13:32:03","2004-09-09 06:36:30"
"2072","M. Carrano","M. Carrano","M. Carrano",29589,"J.-C.","Rage","D.","Dutheil","",2008,"Amphibians and squamates from the Cretaceous (Cenomanian) of Morocco","Palaeontographica Abteilung A","","285","","1","22","journal article","stated with evidence","English","","","ETE",NA,"2009-03-31 10:55:20","2011-08-30 06:40:40"
"2075","M. Carrano","M. Carrano","",47304,"J. C.","Rage","S.","Hossini","",2000,"Les Amphibians du Miocene moyen de Sansan","Memoires du Museum national d'Histoire naturelle","","183","","177","217","journal article","stated with evidence","English","","","",NA,"2013-06-25 03:16:31","2013-06-25 03:16:31"
"2076","E. Fara","E. Fara","J. Alroy",4284,"J. -C.","Rage","L.G.","Marshall","M. Gayet",1993,"Enigmatic Caudata (Amphibia) from the Upper Cretaceous of Gondwana","G�obios","","26","5","515","519","journal article","stated without evidence","English","","","5%",16520,"2002-03-04 16:40:38","2006-12-31 09:12:36"
"2078","J. Alroy","J. Alroy","P. Mannion",30996,"J.-C.","Rage","Z.","Ro&#269;ek","",1989,"Redescription of Triadobatrachus massinoti (Piveteau, 1936) an anuran amphibian from the early Triassic","Palaeontographica Abteilung A","","206","","1","16","journal article","stated with evidence","English","","","",NA,"2009-10-28 19:31:25","2012-12-20 01:33:30"
"2114","J. Alroy","J. Alroy","",34955,"R. R.","Reisz","R. R.","Schoch","J. S. Anderson  ",2009,"The armoured dissorophid Cacops from the Early Permian of Oklahoma and the exploitation of the terrestrial realm by amphibians","Naturwissenschaften","","96","","789","796","journal article","stated with evidence","English","","","",NA,"2011-01-30 12:48:08","2011-01-30 12:48:08"
"2140","R. Butler","E. Dunne","",58037,"O.","Rieppel","","","",1980,"The edopoid amphibian Cochleosaurus from the middle Pennsylvanian of Nova Scotia","Palaeontology","","23","","143","150","journal article","stated with evidence","English","","","",NA,"2016-02-11 10:34:36","2016-02-12 03:34:36"
"2142","J. Alroy","J. Alroy","",28383,"O.","Rieppel","L.","Grande","",1998,"A well-preserved fossil amphiumid (Lissamphibia: Caudata) from the Eocene Green River Formation of Wyoming","Journal of Vertebrate Paleontology","","18","4","700","708","journal article","stated with evidence","English","","","",NA,"2008-11-01 21:24:59","2008-11-02 15:24:59"
"2150","J. Head","J. Head","P. Mannion",9162,"Z.","Ro&#269;ek","","","",1995,"A new specimen of Eopelobates (Anura: Pelobatidae) from the Tertiary near Bonn (Germany) and the problem of E. anthracinus- E. bayeri relations","Pal�ontologische Zeitschrift","","69","1-2","283","287","journal article","stated without evidence","English","","","5%",11200,"2003-09-13 11:12:54","2012-12-20 01:34:18"
"2152","E. Fara","E. Fara","P. Mannion",18862,"Z.","Ro&#269;ek","L. A.","Nessov","",1993,"Cretaceous anurans from Central Asia","Palaeontographica Abteilung A","","226","","1","54","journal article","stated with evidence","English","","","",NA,"2006-09-22 06:25:38","2012-12-20 01:33:53"
"2166","J. Alroy","R. Whatley","W. Clyde",7693,"A. S.","Romer","","","",1928,"Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds","University of Texas Bulletin","","2801","","67","108","journal article","stated without evidence","English","","","5%",49780,"2003-01-23 16:41:58","2005-03-05 09:50:55"
"2167","M. Carrano","M. Carrano","",43841,"A. S.","Romer","","","",1936,"Studies on American Permo-Carboniferous reptiles","Problems of Paleontology","","1","","85","93","journal article","stated with evidence","English","","","",NA,"2012-12-11 06:39:30","2012-12-11 06:39:30"
"2202","M. Uhen","M. Uhen","",23644,"M.","Sabol","M.","Kovac","",2006,"Badenian palaeoenvironment, faunal succesion and biostratigraphy: A case study from Northern Vienna Basin, Devinska Nova Ves-Bonanza site (Western Carpathians, Slovakia)","Beitrage zur Palaontologie","","30","","415","425","journal article","stated without evidence","English","","","",NA,"2007-03-26 16:21:33","2007-03-27 09:21:39"
"2205","J. Alroy","J. Alroy","M. Carrano",3008,"A.","Sahni","","","",1972,"The vertebrate fauna of the Judith River Formation, Montana","Bulletin of the American Museum of Natural History","","147","6","321","412","journal article","stated without evidence","","","","",NA,"2001-03-02 15:01:33","2005-01-22 08:16:15"
"2214","C. Boyd","C. Boyd","",50079,"B.","Sanchiz","","","",1998,"Salientia","Handbuch der Palaoherpetologie","P. Wellnhofer","4","","","","serial monograph","stated with evidence","English","","","",NA,"2014-02-04 14:02:16","2014-02-05 07:02:16"
"2216","A. Behrensmeyer","A. Behrensmeyer","M. Kosnik",5743,"P. M.","Sander","","","",1989,"Early Permian Depositional Environments of Pond Bonebeds in Central Archer County, Texas","Palaeogeography, Palaeoclimatology, Palaeoecology","","69","","1","21","","stated without evidence","","","ETE reference number 1500","ETE",1500,"2002-03-04 16:40:36","2002-03-05 11:40:36"
"2238","M. Carrano","M. Carrano","",37120,"H. J.","Sawin","","","",1944,"Amphibians from the Dockum Triassic of Howard County, Texas","Contributions to Geology, The University of Texas","","4401","","361","399","journal article","stated with evidence","English","","","",NA,"2011-08-17 04:30:01","2011-08-17 04:30:01"
"2240","P. Mannion","P. Mannion","",42876,"A.","Scanferla","F.","Agnolin","F. E. Novas, M. de la Fuente, E. Bellosi, A. M. Baez, A. Cione",2011,"A vertebrate assemblage of Las Curtiembres Formation (Upper Cretaceous) of northwestern Argentina","Revista del Museo Argentino de Ciencias Naturales, new series","","13","2","195","204","journal article","stated with evidence","English","","","",NA,"2012-09-06 02:33:58","2012-09-06 02:33:58"
"2256","R. Butler","R. Butler","",33823,"R. R.","Schoch","","","",1999,"Comparative osteology of Mastodonsaurus giganteus (Jaeger, 1828) from the Middle Triassic (Lettenkeuper: Longobardian) of Germany (Baden-W�rttemberg, Bayern, Th�ringen)","Stuttgarter Beitr�ge zur Naturkunde Serie B (Geologie und Pal�ontologie)","","278","","1","170","journal article","stated with evidence","English","","","",NA,"2010-09-01 08:36:58","2010-09-02 01:36:58"
"2257","R. Butler","R. Butler","",32381,"R. R.","Schoch","","","",2000,"The status and osteology of two new cyclotosaurid amphibians from the Upper Moenkopi Formation of Arizona (Amphibia: Temnospondyli; Middle Triassic)","Neues Jahrbuch f�r Geologie und Pal�ontologie Abhandlungen","","216","3","387","411","journal article","stated with evidence","English","","","",NA,"2010-04-06 04:53:12","2010-04-06 21:53:12"
"2258","R. Butler","R. Butler","",35488,"R. S.","Schoch","","","",2006,"A complete trematosaurid amphibian from the Middle Triassic of Germany","Journal of Vertebrate Paleontology","","26","1","29","43","journal article","stated with evidence","English","","","",NA,"2011-03-11 02:15:25","2011-03-11 02:15:25"
"2260","R. Butler","R. Butler","",34642,"R. R.","Schoch","","","",2008,"A new stereospondyl from the German Middle Triassic, and the origin of the Metoposauridae","Zoological Journal of the Linnean Society","","152","","79","113","journal article","stated with evidence","English","","","",NA,"2011-01-04 20:29:04","2011-01-04 20:29:04"
"2265","R. Butler","R. Butler","",43178,"R. R.","Schoch","M.","Fastnacht","J. Fichter, T. Keller",2007,"Anatomy and relationships of the Triassic temnospondyl Sclerothorax","Acta Palaeontologica Polonica","","52","1","117","136","journal article","stated with evidence","English","","","",NA,"2012-10-03 21:34:14","2012-10-03 21:34:14"
"2267","J. Mueller","T. Liebrecht","",28828,"R.","Schoch","A. R.","Milner","",2000,"Stereospondyli","Handbuch der Pal�oherpetologie - Encyclopedia of Paleoherpetology","","3B","","1","203","book/book chapter","stated without evidence","English","","","",NA,"2008-12-19 07:38:50","2008-12-20 02:38:50"
"2270","R. Butler","R. Butler","",46658,"R. R.","Schoch","B. S.","Rubidge","",2005,"The amphibamid Micropholis from the Lystrosaurus Assemblage Zone of South Africa","Journal of Vertebrate Paleontology","","25","3","502","522","journal article","stated with evidence","English","","","",NA,"2013-05-03 18:43:09","2013-05-03 18:43:09"
"2273","R. Butler","D. Cashmore","",56628,"R. R.","Schoch ","H.-D.","Sues","",2013,"A new dissorophid temnospondyl from the Lower Permian of  north-central Texas","Comptes Rendus Palevol","","12","","437","445","journal article","stated with evidence","English","http://dx.doi.org/10.1016/j.crpv.2013.04.002","","",NA,"2015-10-12 09:33:45","2015-10-13 01:33:45"
"2290","R. Butler","R. Butler","R. Butler",29829,"H. G.","Seeley","","","",1876,"On the posterior portion of a lower jaw of Labyrinthodon (L. Lavisi), from the Trias of Sidmouth","Quarterly Journal of the Geological Society of London","","32","","278","284","journal article","stated without evidence","English","","","",NA,"2009-04-27 08:19:03","2009-04-28 02:12:32"
"2307","R. Butler","R. Butler","",43775,"D. P.","Sengupta","","","",1995,"Chigutisaurid temnospondyls from the Late Triassic of India and a review of the Family Chigutisauridae","Palaeontology","","38","2","313","339","journal article","stated with evidence","English","","","",NA,"2012-12-06 02:22:49","2012-12-06 02:22:49"
"2308","R. Butler","R. Butler","",43705,"D. S.","Sengupta","","","",2003,"Triassic temnospondyls of the Pranhita�Godavari basin, India","Journal of Asian Earth Sciences","","21","","655","662","journal article","stated with evidence","English","","","",NA,"2012-11-30 20:49:03","2012-11-30 20:49:03"
"2311","R. Butler","R. Butler","",47937,"A. G.","Sennikov","","","",1997,"[An enigmatic reptile from the Upper Permian of the Volga River Basin]","Paleontologicheskii Zhurnal","","1997","1","95","103","journal article","stated with evidence","Russian","","","",NA,"2013-08-16 19:46:59","2013-08-16 19:46:59"
"2312","R. Butler","R. Butler","",46393,"A. G.","Sennikov","","","",1999,"The evolution of the postcranial skeleton in archosaurs in connection with new finds of the Rauisuchidae in the Early Triassic of Russia","Paleontological Journal","","33","6","648","659","journal article","stated with evidence","English","","","",NA,"2013-04-19 19:11:51","2013-04-19 19:11:51"
"2314","R. Butler","R. Butler","",46404,"A. G.","Sennikov","","","",2005,"A new specialized prolacertilian (Reptilia: Archosauromorpha) from the Lower Triassic of the Orenburg Region","Paleontological Journal","","39","2","199","209","journal article","stated with evidence","English","","","",NA,"2013-04-19 23:35:34","2013-04-19 23:35:34"
"2318","J. Mueller","T. Liebrecht","",29103,"A. G.","Sennikov","V. K.","Golubev","",2006,"Vyazniki Biotic Assemblage of the Terminal Permian","Paleontological Journal","","40","suppl. 4","S475","S481","journal article","stated without evidence","English","","","",NA,"2009-01-31 12:37:05","2009-02-01 07:37:05"
"2327","P. Wagner","P. Wagner","",51601,"M. A.","Shishkin","","","",1960,"[New Triassic trematosaurid Inflectosaurus amplus]","Paleontologicheskii Zhurnal","","1960","2","130","148","journal article","stated with evidence","Russian","","","",NA,"2014-06-09 11:41:08","2014-06-10 02:41:08"
"2328","R. Butler","R. Butler","",46394,"M. A.","Shishkin","","","",1967,"A brachyopid labyrinthodont from the Triassic of the Russian Platform","International Geology Review","","9","","310","322","journal article","","English","","","",NA,"2013-04-19 19:55:19","2013-04-19 19:55:19"
"2329","J. Mueller","T. Liebrecht","T. Liebrecht",28553,"M. A.","Shishkin","I. V.","Novikov","Y. M. Gubin",2000,"Permian and Triassic temnospondyls from Russia","The Age of Dinosaurs in Russia and Mongolia. Cambridge University Press, Cambridge","M. J. Benton, M. A. Shishkin, D. M. Unwin & E. N. Kurochkin","","","35","59","book/book chapter","stated without evidence","English","","","",NA,"2008-11-22 04:59:31","2009-01-22 10:43:48"
"2331","R. Butler","R. Butler","",46526,"M. A.","Shishkin","B. S.","Rubidge","J. W. Kitching",1996,"A new lydekkerinid (Amphibia, Temnospondyli) from the lower Triassic of South Africa: implications for evolution of the early capitosauroid cranial pattern","Philosophical Transactions of the Royal Society of London B","","351","","1635","1659","journal article","stated with evidence","English","","","",NA,"2013-04-25 17:05:46","2013-04-25 17:05:46"
"2332","R. Butler","R. Butler","",46531,"M. A.","Shishkin","B. S.","Rubidge","",2000,"A relict rhinesuchid (Amphibia: Temnospondyli) from the Lower Triassic of South Africa","Palaeontology","","43","4","653","670","journal article","stated with evidence","English","","","",NA,"2013-04-25 19:00:12","2013-04-25 19:00:12"
"2333","R. Butler","R. Butler","",47080,"M. A.","Shishkin","B. S.","Rubidge","J. Hanox, J. Welman",2004,"Re-evaluation of Kestrosaurus Haughton, a capitosaurid temnospondyl amphibian from the Upper Beaufort Group of South Africa","Russian Journal of Herpetology","","11","2","121","138","journal article","stated with evidence","English","","","",NA,"2013-06-06 16:55:39","2013-06-06 16:55:39"
"2334","R. Butler","R. Butler","",38008,"M. A.","Shishkin","T.","Sulej","",2009,"The Early Triassic temnospondyls of the Czatkowice 1 tetrapod assemblage","Palaeontologia Polonica","","65","","31","77","journal article","stated with evidence","English","","","",NA,"2011-10-05 02:39:06","2011-10-05 02:39:06"
"2339","C. Sidor","C. Sidor","",43411,"C. A.","Sidor","K. D.","Angielczyk","D. M. Weide, R. M. H. Smith, S. J. Nesbitt, L. A. Tsuji",2010,"Tetrapod fauna of the lowermost Usili Formation (Songea Group, Ruhuhu Basin) of southern Tanzania, with a new burnetiid record","Journal of Vertebrate Paleontology","","30","3","696","703","journal article","stated with evidence","English","","","",NA,"2012-11-03 06:09:01","2012-11-03 06:09:01"
"2341","C. Sidor","B. Peecook","",38098,"C. A.","Sidor","R.","Damiani","W. R. Hammer",2008,"A new Triassic temnospondyl from Antarctica and a review of Fremouw Formation biostratigraphy","Journal of Vertebrate Paleontology","","28","3","656","663","journal article","stated with evidence","English","","","",NA,"2011-10-11 07:05:02","2011-10-11 07:05:02"
"2345","C. Sidor","C. Sidor","",55307,"C. A.","Sidor","J. S.","Steyer","W. R. Hammer",2014,"A new capitosauroid temnospondyl from the Middle Triassic upper Fremouw Formation of Antarctica","","","34","","539","548","journal article","stated with evidence","English","","","",NA,"2015-05-14 12:25:16","2015-05-15 03:25:16"
"2374","R. Butler","R. Butler","",35757,"W. J.","Sinclair","","","",1917,"A new labyrinthodont from the Triassic of Pennsylvania","American Journal of Science","","256","","319","321","journal article","stated without evidence","English","","","",NA,"2011-04-07 23:09:43","2011-04-07 23:09:43"
"2381","M. Carrano","M. Carrano","M. Carrano",31565,"P. P.","Skutschas","","","",2009,"Re-evaluation of Mynbulakia Nesov, 1981 (Lissamphibia: Caudata) and description of a new salamander genus from the Late Cretaceous of Uzbekistan","Journal of Vertebrate Paleontology","","29","3","659","664","journal article","stated with evidence","English","10.1671/039.029.0326","","ETE",NA,"2010-01-13 14:12:37","2010-01-14 09:21:43"
"2383","P. Mannion","P. Mannion","",42822,"P. P.","Skutschas","Y. M.","Gubin","",2012,"A new salamander from the late Paleocene�early Eocene of Ukraine","Acta Palaeontologica Polonica","","57","1","135","148","journal article","stated with evidence","English","","","",NA,"2012-08-30 20:26:55","2012-08-30 20:26:55"
"2384","R. Benson","R. Benson","",38941,"P. P.","Skutschas","S. A.","Krasnolutskii","",2011,"A new genus and species of basal salamanders from the Middle Jurassic of western Siberia, Russia","Proceedings of the Zoological Institute of the Russian Academy of Sciences","","315","2","167","175","journal article","stated without evidence","English","","","",NA,"2011-12-21 21:47:16","2011-12-21 21:47:16"
"2402","R. Butler","E. Dunne","",57195,"T. R.","Smithson","","","",1980,"A new labyrinthodont amphibian from the Carboniferous of Scotland","Palaeontology","","23","4","915","923","journal article","stated with evidence","English","","","",NA,"2015-12-01 07:54:27","2015-12-02 00:54:27"
"2405","J. Alroy","J. Alroy","J. Alroy",25351,"R.","Soler-Gij�n","J. J.","Moratalla","",2001,"Fish and tetrapod trace fossils from the Upper Carboniferous of Puertollano, Spain","Palaeogeography, Palaeoclimatology, Palaeoecology ","","171","1-2","1","28","journal article","stated with evidence","English","10.1016/S0031-0182(01)00257-7","","5%",53820,"2007-09-21 14:44:30","2007-09-22 08:09:51"
"2412","R. Butler","R. Butler","",31760,"J. A.","Spielmann","S. G.","Lucas","A. P. Hunt",2006,"The vertebrate macrofauna of the Upper Triassic (Apachean) Redonda Formation, east-central New Mexico","The Triassic-Jurassic Terrestrial Transition, New Mexico Museum of Natural History and Science Bulletin","J. D. Harris, S. G. Lucas, J. A. Spielmann, M. G. Lockley, A. C. R. Miler, J. I.","37","","502","509","book/book chapter","","English","","","",NA,"2010-01-27 00:33:05","2010-01-27 19:33:05"
"2421","J. Alroy","R. Whatley","T. Liebrecht",7856,"M. C.","Steen","","","",1934,"The amphibian fauna from the South Joggins, Nova Scotia","Proceedings of the Zoological Society of London","","1934","","465","504","journal article","stated without evidence","English","","","5%",47720,"2003-02-16 15:17:53","2009-01-15 12:04:34"
"2428","M. Carrano","M. Carrano","M. Carrano",12049,"C. M.","Sternberg","","","",1924,"Report on a collection of vertebrates from Wood Mountain, southern Saskatchewan, collected by C. M. Sternberg, 1921","Canada Department of Mines Geological Survey Bulletin (Geological Series)","","38","43","27","28","journal article","stated without evidence","","","","ETE",NA,"2004-11-22 13:27:49","2004-11-23 08:27:49"
